number,value,params,datetime_start,datetime_complete
84,0.026553281994134724,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-29 07:45:15.234301,2024-03-29 09:08:21.385137
85,0.021792110798723417,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 16, 'kernel_size_0': 4, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 64}",2024-03-29 09:08:21.387182,2024-03-29 09:54:42.486415
86,0.026470133282688046,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 32, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'softsign', 'batch_size': 64}",2024-03-29 09:54:42.488428,2024-03-29 10:45:11.238008
87,0.03417109042638682,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 3, 'activation': 'relu', 'batch_size': 64}",2024-03-29 10:45:11.240074,2024-03-29 11:09:42.775831
88,0.02012860895419949,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 8, 'out_channels_2': 32, 'kernel_size_0': 2, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-29 11:09:42.777865,2024-03-29 12:13:02.649074
89,0.023728337015413423,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 64, 'out_channels_2': 4, 'kernel_size_0': 4, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'softsign', 'batch_size': 128}",2024-03-29 12:13:02.651118,2024-03-29 12:46:39.939509
90,0.031522715590824764,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 8, 'kernel_size_0': 4, 'kernel_size_1': 3, 'activation': 'tanh', 'batch_size': 32}",2024-03-29 12:46:39.941452,2024-03-29 14:04:39.925267
91,0.023188812632682094,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 16, 'out_channels_2': 8, 'kernel_size_0': 2, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-29 14:04:39.927310,2024-03-29 15:37:52.833372
92,0.04330294365031255,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 32}",2024-03-29 15:37:52.835409,2024-03-29 16:31:07.642462
93,0.02766162525668279,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 8, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 16}",2024-03-29 16:31:07.644372,2024-03-29 19:24:47.192458
94,0.028870521389788188,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 4, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-29 19:24:47.194469,2024-03-29 20:45:06.751025
95,0.029752920209261607,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 16, 'out_channels_2': 16, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'softsign', 'batch_size': 32}",2024-03-29 20:45:06.753070,2024-03-29 22:35:47.471585
96,0.027083601292112472,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 64, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 64}",2024-03-29 22:35:47.473528,2024-03-29 23:37:48.948897
97,0.034440114967437846,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 4, 'out_channels_2': 4, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-29 23:37:48.950873,2024-03-30 01:04:54.125714
98,0.029091296822300036,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 4, 'kernel_size_0': 2, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-30 01:04:54.127755,2024-03-30 02:21:03.763780
99,0.029005909432237676,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 8, 'kernel_size_0': 2, 'kernel_size_1': 3, 'activation': 'tanh', 'batch_size': 16}",2024-03-30 02:21:03.765781,2024-03-30 04:55:30.291838
100,0.0339688312919309,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 4, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'softsign', 'batch_size': 64}",2024-03-30 04:55:30.293781,2024-03-30 05:36:11.191987
101,0.021792110798723417,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 16, 'kernel_size_0': 4, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 64}",2024-03-30 05:36:11.194854,2024-03-30 06:22:44.998696
102,0.0321275845984535,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 4, 'kernel_size_0': 3, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 16}",2024-03-30 06:22:45.000658,2024-03-30 08:59:58.534920
103,0.019142935990695602,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 16, 'out_channels_2': 64, 'kernel_size_0': 2, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'relu', 'batch_size': 64}",2024-03-30 08:59:58.536864,2024-03-30 10:08:15.272948
104,0.029036334694538073,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 4, 'out_channels_2': 4, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-30 10:08:15.275003,2024-03-30 11:48:56.767517
105,0.025985099986604736,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 8, 'kernel_size_0': 4, 'kernel_size_1': 2, 'activation': 'softsign', 'batch_size': 128}",2024-03-30 11:48:56.769523,2024-03-30 12:13:15.166302
106,0.027561904190479693,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 8, 'out_channels_2': 4, 'kernel_size_0': 2, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-30 12:13:15.168234,2024-03-30 13:46:48.751662
107,0.02450906255808247,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 4, 'out_channels_2': 16, 'kernel_size_0': 2, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-30 13:46:48.753649,2024-03-30 14:53:31.602267
108,0.022735643148977983,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 16, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-30 14:53:31.604414,2024-03-30 16:29:12.231832
